time,lane,type,duration
68.256,0,0,0
69.088,0,0,0
69.504,1,1,0.832
70.752,0,0,0
70.96,1,0,0
71.168,0,0,0
71.376,0,0,0
71.584,1,0,0
72,1,0,0
72.416,0,0,0
72.832,1,0,0
73.248,0,0,0
73.664,1,0,0
74.08,1,0,0
74.496,0,0,0
74.912,0,0,0
75.328,1,0,0
75.744,0,0,0
76.16,0,0,0
76.576,1,0,0
76.992,1,0,0
77.408,0,0,0
77.824,0,0,0
78.24,0,1,1.248
78.24,1,0,0
78.656,1,0,0
79.488,1,0,0
79.904,0,0,0
80.32,1,0,0
80.736,1,0,0
81.152,0,0,0
81.568,0,0,0
81.984,1,0,0
82.4,0,0,0
82.816,0,0,0
83.232,1,0,0
83.648,1,0,0
84.064,0,0,0
84.48,0,0,0
84.688,0,0,0
84.896,1,0,0
85.312,1,0,0
85.728,0,0,0
86.144,1,0,0
86.56,0,0,0
86.976,1,0,0
87.08,0,0,0
87.392,1,0,0
87.808,0,0,0
88.224,0,0,0
88.64,1,0,0
89.056,0,0,0
89.472,0,0,0
89.576,0,0,0
89.888,1,0,0
90.304,1,0,0
90.72,0,0,0
91.136,0,0,0
91.552,1,0,0
91.968,1,1,0.832
92.384,0,0,0
93.216,0,0,0
93.632,1,0,0
94.048,1,0,0
94.464,0,0,0
94.88,0,0,0
95.296,1,0,0
95.712,0,0,0
96.128,0,0,0
96.544,1,0,0
96.96,1,0,0
97.376,0,0,0
97.792,0,0,0
98.208,1,0,0
98.624,1,0,0
99.04,0,0,0
99.456,1,0,0
99.872,0,0,0
100.288,1,0,0
100.704,1,0,0
101.12,0,0,0
101.536,0,0,0
101.952,1,0,0
102.368,0,0,0
102.784,0,0,0
103.2,1,0,0
103.616,1,0,0
104.032,0,0,0
104.448,0,0,0
104.864,1,0,0
105.28,1,0,0
105.696,0,0,0
105.696,0,1,0.832
106.112,1,0,0
106.944,1,0,0
107.36,1,0,0
107.776,0,0,0
108.192,0,0,0
108.608,1,0,0
109.024,0,0,0
109.44,0,0,0
109.856,1,0,0
110.272,1,0,0
110.688,0,0,0
111.104,0,0,0
111.52,1,0,0
111.936,1,0,0
112.352,0,0,0
112.352,1,0,0
112.768,1,0,0
113.184,0,0,0
113.392,1,0,0
