time,lane,type,duration
48.682667,1,0,0
49.12,0,0,0
49.338667,1,0,0
49.557333,1,0,0
49.994667,0,0,0
50.213334,0,0,0
50.432,0,0,0
50.869333,1,0,0
51.088,1,0,0
51.306667,1,0,0
51.744,0,0,0
51.962667,1,0,0
52.181333,0,0,0
52.618667,1,0,0
52.837334,1,0,0
53.056,1,0,0
53.493333,0,0,0
53.712,1,0,0
53.930667,1,0,0
54.368,0,0,0
54.586667,1,0,0
54.805333,1,0,0
55.242667,0,0,0
55.461334,0,0,0
55.68,1,0,0
56.117333,0,0,0
56.336,1,0,0
56.554667,1,0,0
56.992,0,0,0
57.210667,0,0,0
57.429333,0,0,0
57.866667,1,0,0
58.085334,1,0,0
58.304,1,0,0
58.741333,0,0,0
58.96,1,2,0.1
59.178667,0,0,0
59.616,1,0,0
59.834667,1,0,0
60.053333,1,0,0
60.490667,0,0,0
60.6,1,2,0.1
60.709334,1,0,0
60.928,1,0,0
61.365333,0,0,0
61.584,1,0,0
61.802667,1,0,0
62.24,0,0,0
62.458667,0,0,0
62.677333,1,0,0
63.114667,0,0,0
63.333334,1,0,0
63.552,1,0,0
63.989333,0,0,0
64.208,0,0,0
64.426667,0,0,0
64.864,1,0,0
65.082667,1,0,0
65.301333,1,0,0
65.738667,0,0,0
65.957334,1,0,0
66.176,0,0,0
66.613333,1,0,0
66.832,1,0,0
67.050667,1,0,0
67.488,0,0,0
67.706667,1,0,0
67.925333,1,0,0
68.362667,0,0,0
69.237333,0,0,0
70.112,0,0,0
70.986667,0,0,0
71.861333,1,0,0
72.736,0,0,0
73.610667,1,1,0.874667
74.485333,0,0,0
75.36,0,0,0
76.234667,0,0,0
77.109333,0,0,0
77.984,0,0,0
78.858667,1,0,0
79.733333,0,0,0
80.608,1,0,0
81.482667,0,0,0
82.357333,0,0,0
83.232,0,0,0
83.450667,0,0,0
83.669333,1,0,0
84.106667,0,0,0
84.325334,1,0,0
84.544,1,0,0
84.981333,0,0,0
85.2,0,0,0
85.418667,0,0,0
85.856,1,0,0
86.074667,1,0,0
86.293333,1,0,0
86.621333,0,2,0.1
86.730667,0,0,0
86.949334,1,2,0.1
87.168,0,0,0
87.605333,1,0,0
87.824,1,0,0
88.042667,1,0,0
88.48,0,0,0
88.698667,1,0,0
88.917333,1,0,0
89.354667,0,0,0
89.573334,1,0,0
89.792,1,0,0
90.229333,0,0,0
90.448,0,0,0
90.666667,1,0,0
91.104,0,0,0
91.322667,1,0,0
91.541333,1,0,0
91.978667,0,0,0
92.197334,0,0,0
92.416,0,0,0
92.853333,1,0,0
93.072,1,0,0
93.290667,1,0,0
93.728,0,0,0
93.946667,1,0,0
94.165333,0,0,0
94.602667,1,0,0
94.821334,1,0,0
95.04,1,0,0
95.477333,0,0,0
95.696,1,0,0
95.914667,1,0,0
96.352,0,0,0
96.570667,1,0,0
96.789333,1,0,0
97.226667,0,0,0
97.445334,0,0,0
97.664,1,0,0
98.101333,0,0,0
98.32,1,0,0
98.538667,1,0,0
98.976,0,0,0
99.194667,0,0,0
99.413333,0,0,0
99.522666,1,0,0
99.850667,1,0,0
100.069334,1,0,0
100.288,1,0,0
100.725333,0,0,0
100.944,1,0,0
101.162667,0,0,0
101.6,1,0,0
101.818667,1,0,0
102.037333,1,0,0
102.474667,0,0,0
102.693334,1,0,0
102.912,1,0,0
103.349333,0,0,0
103.568,1,0,0
103.786667,1,0,0
104.224,0,0,0
104.442667,0,0,0
104.661333,1,0,0
105.098667,0,0,0
105.317334,1,0,0
105.536,1,0,0
105.973333,0,0,0
106.192,0,0,0
106.410667,0,0,0
106.848,1,0,0
107.066667,1,0,0
107.285333,1,0,0
107.722667,0,0,0
107.941334,1,0,0
108.16,0,0,0
108.597333,1,0,0
108.816,1,0,0
109.034667,1,0,0
109.472,0,0,0
109.690667,1,0,0
109.909333,1,0,0
110.346667,0,0,0
111.221333,0,0,0
112.096,0,0,0
