time,lane,type,duration
78.864,0,0,0
79.072,0,0,0
79.696,0,0,0
79.904,1,0,0
80.112,0,0,0
80.32,0,0,0
80.528,1,0,0
80.736,0,0,0
80.944,1,0,0
81.152,1,0,0
81.36,0,0,0
81.568,0,0,0
81.776,0,0,0
81.984,0,0,0
82.192,1,0,0
82.4,1,0,0
82.608,1,0,0
82.816,1,0,0
83.024,0,0,0
83.232,0,0,0
83.44,1,0,0
83.544,1,0,0
83.648,0,0,0
83.856,0,0,0
84.064,1,0,0
84.272,1,0,0
84.48,1,0,0
84.688,1,0,0
84.896,0,0,0
85.104,0,0,0
85.312,1,0,0
85.52,0,0,0
85.728,0,0,0
85.936,1,0,0
86.144,1,0,0
86.352,0,0,0
86.56,1,0,0
86.768,0,0,0
86.976,0,0,0
87.08,1,0,0
87.184,1,0,0
87.392,0,0,0
87.496,0,0,0
87.6,1,0,0
87.808,1,0,0
88.016,0,0,0
88.224,0,0,0
88.328,0,0,0
88.432,0,0,0
88.64,0,0,0
88.744,1,0,0
88.848,1,0,0
89.056,1,0,0
89.264,1,0,0
89.472,1,0,0
89.576,1,0,0
89.68,0,0,0
89.888,0,0,0
90.096,1,0,0
90.304,0,0,0
90.408,0,0,0
90.512,0,0,0
90.72,1,0,0
90.824,0,0,0
90.928,1,0,0
91.136,1,0,0
91.344,1,0,0
91.552,0,0,0
91.76,0,0,0
91.864,1,0,0
91.968,1,0,0
92.176,0,0,0
92.384,0,1,1.248
92.592,1,0,0
92.8,1,0,0
93.216,1,0,0
93.528,1,0,0
93.632,1,0,0
93.736,1,0,0
93.84,1,0,0
93.944,0,0,0
94.048,0,0,0
94.256,1,0,0
94.36,1,0,0
94.464,1,0,0
94.672,0,0,0
94.88,0,0,0
95.088,0,0,0
95.192,1,0,0
95.296,0,0,0
95.504,1,0,0
95.712,1,0,0
95.92,1,0,0
96.128,1,0,0
96.336,0,0,0
96.544,0,0,0
96.752,1,0,0
96.856,1,0,0
96.96,0,0,0
97.168,0,0,0
97.272,0,0,0
97.376,1,0,0
97.584,1,0,0
97.688,0,0,0
97.792,1,0,0
98,1,0,0
98.104,1,0,0
98.208,0,0,0
98.416,0,0,0
98.624,1,0,0
98.832,0,0,0
99.04,0,0,0
99.248,1,0,0
99.456,1,0,0
99.664,0,0,0
99.872,1,0,0
100.08,0,0,0
100.184,0,0,0
100.184,1,0,0
100.288,0,0,0
100.288,1,0,0
100.392,0,0,0
100.496,1,0,0
100.704,0,0,0
100.912,1,0,0
101.12,1,0,0
101.328,0,0,0
101.432,1,0,0
101.536,0,0,0
101.744,0,0,0
101.952,0,0,0
102.16,1,0,0
102.368,1,0,0
102.576,1,0,0
102.784,1,0,0
102.992,0,0,0
103.2,0,0,0
103.408,1,0,0
103.616,0,0,0
103.824,0,0,0
103.928,0,0,0
104.032,1,0,0
104.24,1,0,0
104.344,0,0,0
104.448,1,0,0
104.656,1,0,0
104.864,0,0,0
105.072,0,0,0
105.28,1,0,0
105.488,0,0,0
105.696,0,0,0
105.904,1,0,0
106.112,1,0,0
106.32,0,0,0
106.528,1,0,0
106.632,0,0,0
106.84,1,0,0
106.944,0,0,0
107.152,1,0,0
107.36,0,0,0
107.568,1,0,0
107.776,1,0,0
107.984,0,0,0
108.192,0,0,0
108.4,0,0,0
108.608,0,0,0
108.816,1,0,0
109.024,1,0,0
109.232,1,0,0
109.44,1,0,0
109.648,0,0,0
109.856,0,0,0
110.064,1,0,0
110.272,0,0,0
110.48,0,0,0
110.688,1,0,0
110.896,1,0,0
111.104,1,0,0
111.312,1,0,0
111.52,0,0,0
111.728,0,0,0
111.936,1,0,0
112.144,0,0,0
112.352,0,0,0
112.56,1,0,0
112.768,1,0,0
112.976,0,0,0
113.392,0,0,0
113.496,0,0,0
113.6,0,0,0
118.176,0,0,0
119.008,0,0,0
119.84,1,0,0
120.672,0,0,0
121.504,0,0,0
122.336,1,0,0
123.168,0,0,0
